"TERM";"URI";"HIT SCORE";"PONDERATED SCORE";"TERM MATCHED";"TERM SIMILARITY"
"CAR CRASH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C155800";19.986805;45.49670125;"CS1-CAR T Therapy";54
"TAMPONADE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50481";36.740387;60.93509675;"Cardiac Tamponade";69
"ELEVATED INR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78366";35.460228;56.865057;"INR Increased";64
"UREMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35103";21.85724;80.46431;"Uremia";100
"ST SEGMENT ELEVATION MI";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50540";71.6203;87.655075;"ST Segment Elevation";93
"GUN SHOT WOUND";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C113289";25.211937;43.80298425;"Hot Lesion";50
"DIABETICE KETOACIDOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50530";55.528183;87.38204575;"Diabetic Ketoacidosis";98
"CARDIAC CATHETERIZATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38044";55.013065;88.75326625;"CARDIAC CATHETERIZATION";100
"CHF & ANKLE INFECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C67448";28.778639;57.44465975;"Infection Dose";67
"CONGETIVE HEART FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3080";62.321228;89.080307;"Congestive Heart Failure";98
"CERVICAL TRACTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C94993";37.297417;55.07435425;"Extraction Fraction";61
"MITAL VALVE AND AORTIC STENOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50462";51.91171;73.72792749999999;"Aortic Valve Stenosis";81
"BETA BLOCKER OD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C29576";42.942974;77.4857435;"Beta Blocker";89
"SUBDURAL HEMMORAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50759";31.689041;76.92226025;"Subdural Hemorrhage";92
"CLOTTED PERMA CATH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78724";27.118496;55.529624;"Clotted Specimen";65
"PAROTID TUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3314";37.251328;84.312832;"Parotid Tumor";100
"CEREBELLAR HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5146";41.322292;60.580573;"Cerebellar Hemangioblastoma";67
"LF SIDE RIB FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34990";51.76037;72.9400925;"Fracture of Rib";80
"STATUS POST FALL ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;68.944996;"Status Post";81
"Q";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C14452";21.216236;42.804059;"Q(S)";50
"WAVE MYOCARDIAL INFARCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C71080";45.980736;78.995184;"NON Q WAVE MYOCARDIAL INFARCTION";90
"ACUTE CHRONIC RENAL FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C9438";57.185852;80.296463;"Chronic Renal Failure";88
"AS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C138930";21.016838;38.2542095;"As good";44
"NECROTISING PANCREATITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84637";31.88686;65.721715;"Chronic Pancreatitis";77
"HYPEREMESIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C87084";40.229782;85.0574455;"Hyperemesis";100
"TUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C9022";18.174026;40.5435065;"Astrocytic Tumor";48
"REPAIR ATRIAL SEPTAL DEFECT ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84473";68.9769;80.994225;"ATRIAL SEPTAL DEFECT";85
"MALIGNANT PLEURAL EFFUSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C9432";53.592747;88.39818675000001;"Malignant Pleural Effusion";100
"NEURO SYPHILIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C128414";32.812393;63.70309825;"Late Syphilis";74
"O INFECTION VS BRONCHITIS OBLITERANS WITH ORGANIZED PNEUMONIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C62586";44.65683;66.6642075;"Bronchiolitis Obliterans Organizing Pneumonia";74
"TRICUSPID REPAIR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99935";46.987087;74.74677175;"TRICUSPID VALVE REPAIR";84
"G I BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C125077";28.15922;59.539805;"I bleed easily";70
"METASTATIC LUNG CANCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3577";41.942184;62.985546;"lung metastasis";70
"INTTRACRANIAL HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143596";43.79081;84.4477025;"Intracranial Hemorrhage";98
"MITRAL VALVE REPLACEMENT REDO ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50825";59.684032;83.171008;"MITRAL VALVE REPLACEMENT";91
"INTRAPARENCHYMEL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C119548";32.94229;67.4855725;"INTRAPARENCHYMAL";79
"LIVING UNRELATED LIVER DONOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C131678";38.809032;59.952258;"Mismatched Unrelated Donor";67
"HYPERTROPIC CADIOMYOPATHY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34449";46.48816;83.62204;"Hypertrophic Cardiomyopathy";96
"SEPTEL ETHANOL ABLATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C67444";54.048973;75.01224325;"ethanol ablation";82
"ST SEGMENT MYOCARDIAL INFARCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C101888";52.290413;67.82260325;"ST ELEVATION MYOCARDIAL INFARCTION";73
"AORTIC VALVE REGURGITATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50861";62.84387;90.7109675;"Aortic Valve Regurgitation";100
"RECURRENT CAROTID STENOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95804";40.551933;58.88798325;"Carotid Artery Stenosis";65
"METHADONE OVERDOSE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C638";48.080235;62.270058750000004;"Methadose";67
"SEVER HEAD INJURY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34660";36.36152;68.34038;"Head Injury";79
"LUNG CANCER RIGHT UPPER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33023";50.354847;74.08871175;"LUNG, RIGHT UPPER LOBE";82
"COMPRESSION FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27170";53.73742;88.434355;"Compression Fracture";100
"STATUS POST L.ELBOW FRACTUR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27190";26.658346;53.9145865;"Elbow Fracture";63
"ABDOMINAL ABCESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C25342";25.048029;60.262007249999996;"Abdominal";72
"SUBARACHNOID HEMORRAHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50757";45.297256;84.824314;"Subarachnoid Hemorrhage";98
"NON ST ELEVATION MYOCARDIAL INFARCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80383";84.03214;96.008035;"NON-ST ELEVATION MYOCARDIAL INFARCTION";100
"AHF";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51235";17.123234;79.2808085;"AHF";100
"PROSTATE CA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4863";584.63965;209.9099125;"Prostate Cancer";85
"BALLOON PUMP";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100087";43.644737;59.66118425;"Intra-Aortic Balloon Pump";65
"INCARCERATED HERNIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C122786";58.13522;75.283805;"Incarcerated Inguinal Hernia";81
"CARCINOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3693";14.388519;62.09712975;"Carcinomatosis";78
"SUBTHERAPEUTIC INR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143590";32.22556;41.80639;"INR Increased";45
"TRICUSPID VALVE DISORDERS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78649";54.210976;87.052744;"Tricuspid Valve Disorder";98
"REDO STERNOTOMY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C168440";37.31466;69.328665;"Sternotomy Scar";80
"TRICUSPID VALVE REPLACEMENT ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50816";68.63789;92.15947249999999;"TRICUSPID VALVE REPLACEMENT";100
"RIB FX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12782";31.084066;58.0210165;"RIB";67
"LT MAIN DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C14462";28.901302;34.2253255;"NOR2/Lt";36
"BRAIN HERNIATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C102929";22.187567;47.54689175;"T-Brain-2";56
"DUODENAL ADENOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4932";68.1219;92.030475;"Duodenal Adenoma";100
"CERVICAL CORD INJURY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12892";38.88405;69.7210125;"Cervical Spinal Cord";80
"HIGH BLOOD SUGAR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26797";49.7079;87.426975;"high blood sugar";100
"GASTROENTERITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34632";34.521206;83.6303015;"Gastroenteritis";100
"BILATERAL DVT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C13332";25.359886;67.8399715;"BILATERAL";82
"ASYSTOLIC ARREST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50479";41.574844;60.643710999999996;"Cardiac Arrest";67
"BILE DUCT STRICTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23311";38.898952;65.224738;"Murine Bile Duct";74
"HOMOGRAFT ROOT REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12924";28.561602;37.1404005;"Lumbar Spinal Nerve Root";40
"TRAUMATIC SUBARACHNOID HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50757";46.980957;73.24523925;"Subarachnoid Hemorrhage";82
"INTER CRANIAL HEMMORHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23631";22.387033;56.59675825;"Murine Cranial Nerve";68
"O BILIARY OBSTRUCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C60698";39.59162;81.147905;"Biliary Obstruction";95
"AORTIC BALLOON PUMP PLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100087";62.29254;76.32313500000001;"Intra-Aortic Balloon Pump";81
"L SIDED PNEUMONIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3333";26.847857;58.46196425;"Pneumonia";69
"ESRD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51574";29.015305;71.75382625;"ESR";86
"FOREIGN BODY ESOPHAGUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35154";52.988052;83.747013;"Foreign Body in Esophagus";94
"MYOCARDITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C146695";31.386314;82.84657849999999;"Myocarditis";100
"GLIOBLASTOMA MULTIFORM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3058";45.33262;84.833155;"Glioblastoma Multiforme";98
"SPLENIC LAC";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C66001";29.82309;52.4557725;"Lac Resin";60
"AVR ASCENDING AORTIC REPAIR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C127641";54.735172;63.933793;"ASCENDING AORTA, AORTIC ROOT";67
"POSTOP BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C165493";19.83237;50.7080925;"Breed Group";61
"EXPANDING LUNG LESION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C159515";27.805027;58.70125675;"Lung Lesion";69
"METASTATIC ADENOCARCINOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4124";35.913654;83.9784135;"Metastatic Adenocarcinoma";100
"TRAUMATIC AORTIC DISSECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50461";45.604977;69.15124425;"Aortic Dissection";77
"LIVER INJURY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35241";30.717628;74.429407;"Injury to Liver";89
"IV HEPARIN";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C17301";28.397326;68.5993315;"HEPARINASE I";82
"ALTERED MENTAL CHANGES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157435";47.583534;60.6458835;"Mental Status Changes";65
"INTRACRAINIAL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5114";24.738434;61.6846085;"Intracranial Cancer";74
"ABSCESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26686";29.697996;82.424499;"ABSCESS";100
"CONSTIPATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C37930";29.594286;82.3985715;"Constipation";100
"ABDOMINAL MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34333";184.55112;121.13777999999999;"Abdominal Mass";100
"PLEURAL EFFUSIONS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3331";49.12481;85.0312025;"Pleural Effusion";97
"LYMPHOCYTIC EFFUSSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23469";39.83005;57.2075125;"Lymphocytic cell, NOS";63
"PLEURODESIS WITH TALK";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C66899";43.259617;62.56490425;"PLEURODESIS";69
"MITRAL REGURG";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C127571";25.297348;56.574337;"MITRALEA";67
"ASA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C103932";23.565014;80.8912535;"ASA";100
"LOW HCT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C117276";23.411419;53.10285475;"Lotensin HCT";63
"LEFT FOOT NON HEALING ULCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100610";36.67526;53.418815;"MNSI - Left Foot Infection";59
"STATUS POST FAL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;71.944996;"Status Post";85
"CAD ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38926";25.09193;81.2729825;"CAD";100
"FEMORAL THROMBOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12715";30.009863;49.50246575;"Femoral";56
"RIGHT MIDDLE LOBE CA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12286";54.489975;74.37249375;"LUNG, RIGHT MIDDLE LOBE";81
"UPPER AIRWAY OBSTRUCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50456";42.995018;75.2487545;"Airway Obstruction";86
"THORACIC AORTIC DISSECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27318";56.302505;75.57562625;"Dissecting Thoracic Aortic Aneurysm";82
"ISCHEMIC ULCER R GREAT TOE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95802";40.666317;58.16657925;"Arterial Ischemic Stroke";64
"LEFT FINGER CELLULITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26715";32.12267;54.5306675;"Cellulitis";62
"INFECTED BKA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C64917";21.318937;57.82973425;"Affected";70
"EFFUSIION PULMONARY EMBOLUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26759";45.780235;46.69505875;"Embolism/Embolus";47
"TRANS MYOCARDIAL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5349";34.798542;69.4496355;"Myocardial Tumor";81
"REVASCULARIZATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C16900";51.722794;83.4306985;"Vascularization";94
"ETHYANOL SEPTAL ABLATION STAND BY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C67444";50.27337;63.5683425;"Ablation, Ethanol Injection";68
"MELANOMA LOWER BACK";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34788";36.839756;66.209939;"Lower Back Pain";76
"CEREBRAL ANGIOGRAM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12351";39.86386;56.465965;"Cerebral";62
"VFIB ARREST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C61462";36.844143;62.46103575;"Arrest";71
"STATUS POST NQMI";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;68.944996;"Status Post";81
"HEAD CONTUSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50441";28.624325;65.65608125;"Contusion";78
"SUBDURAL S";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C127831";33.4684;75.1171;"Subdural";89
"P MVA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C116868";25.348244;68.587061;"MVA-p53";83
"LEG ULCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3426";34.08268;61.77067;"ULCER";71
"GASTROINTESTINAL HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143656";37.48359;76.8708975;"Lower Gastrointestinal Hemorrhage";90
"HYPERTENSIVE URENCY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3117";29.293695;60.57342375;"Hypertension";71
"OCAINE CHEST PAIN";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78504";37.250965;68.56274125;"Noncardiac chest pain";79
"STATUS POST TWELVE FOOT FALL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;50.194996;"Status Post";56
"COMM ACQUIRED VS ASPIRATION PNEUMONIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C115163";47.46697;65.1167425;"Community-Acquired Pneumonia";71
"DOWNS SYNDROME";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C2993";42.522;83.3805;"Down's Syndrome";97
"RT ARM WEAKNESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C148210";40.833084;76.958271;"Arm weakness";89
"CEREBELLAR INFARCT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12445";41.760475;63.690118749999996;"Cerebellar";71
"LOW BLOOD COUNT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C28133";31.264297;70.81607425;"Full Blood Count";84
"GRAM NEGATIVE RODS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C86116";50.72023;71.9300575;"Aerobic Gram-negative Rod";79
"LOW O2 SATURATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50640";55.176483;76.79412075;"Low Oxygen Saturation";84
"ACUTE MYELOID LEUKEMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3171";52.752117;88.18802925;"Acute Myeloid Leukemia";100
"C 6";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C146957";510.6167;157.654175;"GSA c.602G>A";40
"7 FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3046";26.455013;73.36375325;"FRACTURE";89
"MESENTERIC ARTERY ISCHEMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78712";62.124905;90.53122625;"Mesenteric Artery Ischemia";100
"LEFT LEG ISCHEMIA ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95802";39.277718;61.5694295;"Ischemia Stroke";69
"OBSTRUCTED COLON";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157939";30.576773;68.39419325;"Obstructed Labor";81
"HYPOTENSION.GLOGGED DIALYSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C15221";22.158949;48.28973725;"Dialysis Procedure";57
"STROKE TRANSIENT ISCHEMIC ATTACK";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50781";88.295074;88.0737685;"Transient Ischemic Attack";88
"HYPERKALMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143554";29.404531;79.35113275;"Hyperkalemia";96
"URETERAL STRICTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78661";40.832336;85.208084;"Ureteral Stricture";100
"BRONCHOSCOPY FLEXIBLE AND RIGID ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C62684";32.851723;55.46293075;"Bronchoscopic and Lung Imaging Study";63
"STATUS POST TRACHEAL STENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35079";38.577835;56.14445875;"Tracheal Disease";62
"HYPOXIA AND CONSOLIDATION OF THE LEFT LOWER LOBE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33020";65.8375;60.709375;"Lower Lobe of the Left Lung";59
"TRACHEOBRONCHIAL MALACIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C28744";31.081373;67.77034325;"Tracheobronchial";80
"RESP. FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26922";22.78777;61.1969425;"Hepatic Failure";74
"PANCREATIC PSUEDO CYST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3304";35.46193;69.6154825;"Pancreatic Cyst";81
"OPEN WOUND CHEST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35236";26.579765;42.64494125;"Injury to Esophagus with Open Wound into Cavity";48
"NON SMALL CELL LUNG CANCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C91445";124.86363;106.2159075;"Non-small cell lung cancer";100
"VOLUME OVERLOAD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50591";49.15094;87.287735;"VOLUME OVERLOAD";100
"TRACHEO";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3419";32.981956;60.745489;"Trachea Tumor";70
"BRONCHEO MALACEA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23614";33.813896;51.953474;"Murine Bronchus";58
"BLEBS IN LUNG";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C21156";25.765974;43.9414935;"QOL in Chronic Lung Disease";50
"SYSTOLIC DYSFUNCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C64251";46.891026;64.2227565;"LEFT VENTRICULAR SYSTOLIC DYSFUNCTION";70
"GASTRO INTESTINAL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4609";33.205414;54.0513535;"Benign Intestinal Tumor";61
"AML";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C9441";22.958632;50.739658;"AML/MDS";60
"RISING WBC";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C129690";28.73467;46.9336675;"Ficoll WBC Isolation";53
"PELVIC ABSCESS WITH PERFORATED VISCUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C128331";44.411606;52.3529015;"Pelvic Abscess";55
"OSTOMY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C15290";31.718254;82.9295635;"Ostomy";100
"PREMTURITY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99233";23.62814;52.407035;"Rickets of Prematurity";62
"LEG CELLILITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26715";28.9104;63.4776;"Cellulitis";75
"OCCLUDED FEM FEM GRAFT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157856";52.263626;45.3159065;"Femoral Popliteal Bypass";43
"THORACOABDOMINAL ANEURSYM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84285";36.977993;67.74449824999999;"Thoracoabdominal";78
"SP DEPRESSED SCULL FX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C117199";33.46187;53.3654675;"Depressed";60
"AORTIC VALVE INSUFFICENCY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51223";62.452644;89.113161;"Aortic Valve Insufficiency";98
"WOUND INFECTION R";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143951";32.715366;78.6788415;"Wound Infection";94
"RIGHT FLANK   VENTRAL   HERNIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C118313";44.981285;63.74532125;"Ventral Hernia";70
"LUNG NODULES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C122407";30.753313;79.68832825;"Lung Nodule";96
"LARYNGEAL EDEMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143636";46.65577;86.6639425;"Laryngeal Edema";100
"SEVERE MITRAL REGURGITOTION MITRAL VALVE REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50852";77.33609;67.3340225;"Mitral Valve Regurgitation";64
"LAD DESION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4689";30.638367;54.15959175;"LAD-1 Deficiency";62
"ESOPHAGEAL GASTRIC VARICEAL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C53506";37.799286;59.6998215;"Esophageal Varices";67
"VERTEBRAL BASILAR STENOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33868";38.14055;54.5351375;"Vertebral Bone";60
"HEMOPTOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3094";31.624603;75.40615075;"Hemoptysis";90
"THROMBOYTIC THROMBOCYTOPENIC PURPURA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143874";83.65143;95.1628575;"Thrombotic Thrombocytopenic Purpura";99
"HEMORRHAGIC CEREBRAL VASCULAR ACCIDENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23820";41.59656;44.14914;"Murine Cerebral Falx";45
"SEVERE DRUG RASH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C114280";39.208767;64.55219175;"Drug Skin Rash";73
"RUPTURED BLADDER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C115168";36.564774;61.6411935;"Spontaneous Bladder Rupture";70
"SYPHILLIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35055";27.196201;77.29905025;"Syphilis";94
"PATENT FORAMEN OVALE ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34619";51.62119;87.9052975;"Patent Foramen Ovale";100
"END";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C82574";21.14269;42.785672500000004;"ENTPT";50
"STAGE RENAL DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C9439";39.290657;77.32266425;"End Stage Renal Disease";90
"CHRONIC BILATERAL PLEURAL EFFUSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143765";41.96675;61.4916875;"Pleural Effusion, CTCAE";68
"CARDIOGENIC";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50482";27.102505;66.02562625;"Cardiogenic Shock";79
"UPPER GIB";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12671";22.512339;68.62808475;"LIMB, UPPER";84
"GANGRENE FOOT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50573";31.081373;64.77034325;"Gangrene";76
"IPH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C163020";28.560373;52.14009325;"IPH5401";60
"LEFT HIP PAIN";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34699";37.784996;66.446249;"Hip Pain";76
"AKI";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C170645";24.609882;43.6524705;"KDIGO AKI";50
"PSYCHOGENIC POLYDISPIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C116548";32.184395;51.54609875;"Psychogenic Non-Epileptic Seizure";58
